Date,AMC,GME,ORCL,HD,PFE
1/9/2020,6.46,5.55,54.380001,225.190002,36.897533
1/10/2020,6.47,5.43,54.450001,224.220001,37.466793
1/13/2020,6.56,5.43,54.580002,223.339996,37.390892
1/14/2020,6.85,4.71,54.880001,222.809998,38.017078
1/15/2020,7.11,4.61,54.759998,224.589996,38.586338
1/16/2020,7.33,4.62,55.43,228.820007,38.529411
1/17/2020,7.28,4.75,55.130001,231.910004,38.434536
1/21/2020,7.18,4.59,55.220001,232.949997,38.273247
1/22/2020,6.97,4.56,54.720001,232.899994,38.130932
1/23/2020,6.8,4.62,54.98,233.649994,38.624287
1/24/2020,6.74,4.32,54.07,232,37.779884
1/27/2020,6.36,4.28,52.689999,231.190002,38.102467
1/28/2020,6.79,4.21,53.459999,233.860001,36.185959
1/29/2020,6.77,4.13,53.200001,234.020004,35.654648
1/30/2020,6.84,3.93,53.310001,232.789993,35.170776
1/31/2020,6.52,3.84,52.450001,228.100006,35.332069
2/3/2020,6.45,3.95,53.09,231.539993,35.588234
2/4/2020,6.65,4.07,54.040001,235,35.759014
2/5/2020,7,4.18,54.740002,238.110001,36.21442
2/6/2020,6.75,4.14,54.709999,238.839996,36.299809
2/7/2020,6.55,3.81,54.720001,237.300003,36.100571
2/10/2020,6.79,3.94,54.990002,240.610001,35.872864
2/11/2020,6.94,4.02,55.150002,241.639999,36.138519
2/12/2020,6.86,4.19,55.73,241.589996,35.806454
2/13/2020,7,4.11,55.310001,242.360001,35.037952
2/14/2020,7.1,4.02,55.470001,245.029999,34.639469
2/18/2020,7.04,4.06,55.450001,243.940002,34.459202
2/19/2020,7.31,4.15,55.439999,243.639999,34.373814
2/20/2020,7.76,4.14,55.509998,247.020004,34.013283
2/21/2020,7.46,4.04,54.68,245.339996,33.889942
2/24/2020,7.05,3.7,52.650002,239.699997,32.893738
2/25/2020,6.55,3.56,50.959999,237.380005,32.19165
2/26/2020,5.93,3.39,52.049999,235.279999,32.941177
2/27/2020,6.09,3.47,50.779999,224.729996,32.35294
2/28/2020,6.26,3.6,49.459999,217.839996,31.707781
3/2/2020,6.11,3.83,50.900002,229.940002,33.092979
3/3/2020,5.81,3.63,48.849998,227.940002,32.542694
3/4/2020,5.82,3.77,50.540001,241.080002,34.535103
3/5/2020,4.92,3.96,48,234.809998,33.643265
3/6/2020,4.53,3.92,47.369999,228.509995,33.225807
3/9/2020,3.85,3.7,46.009998,210.460007,32.030361
3/10/2020,4.2,4.23,48.580002,225.699997,32.817837
3/11/2020,3.64,4.14,44.720001,212.889999,30.521822
3/12/2020,2.91,3.98,39.799999,190.589996,28.481974
3/13/2020,3.22,4.59,47.93,205.669998,31.034157
3/16/2020,2.6,4.37,42.720001,164.960007,28.633776
3/17/2020,2.48,4.23,46.860001,173.639999,30.512335
3/18/2020,2.47,3.77,47.27,155.630005,30.702087
3/19/2020,3.37,4.19,45.07,161.130005,28.861481
3/20/2020,3.19,3.76,45.650002,152.149994,27.52372
3/23/2020,3.15,3.81,44.189999,162.389999,27.030361
3/24/2020,3.56,4.16,47.84,184.720001,28.178368
3/25/2020,3.46,4.17,45.939999,181.759995,28.225805
3/26/2020,3.7,4.41,50.48,195.210007,30.123341
3/27/2020,3.6,4.22,49.830002,190.550003,29.316889
3/30/2020,3.04,3.65,50.360001,196.100006,30.996204
3/31/2020,3.16,3.5,48.330002,186.710007,30.967743
4/1/2020,2.62,3.25,48.709999,178.630005,30.123341
4/2/2020,2.24,2.85,49.799999,181.309998,31.185959
4/3/2020,2.27,2.8,49.400002,178.699997,31.91651
4/6/2020,2.88,3.09,51.490002,191.330002,32.798862
4/7/2020,3.14,3.27,50.759998,192.289993,31.888046
4/8/2020,3.3,3.41,52.130001,194.820007,32.827324
4/9/2020,2.6,3.89,53.18,201.529999,33.576851
4/13/2020,2.08,4.74,52.970001,198.789993,33.339657
4/14/2020,2.18,5.95,54,207.169998,34.573055
4/15/2020,2.41,5.27,53.16,198.479996,34.127136
4/16/2020,2.44,5.03,53.700001,199.850006,34.041744
4/17/2020,3.2,4.88,54.619999,209.419998,35.018974
4/20/2020,3.18,5.61,53.91,206.050003,34.231499
4/21/2020,3.25,4.78,51.310001,200.610001,33.795067
4/22/2020,3.18,4.89,52.27,204.169998,34.392788
4/23/2020,3.11,4.7,51.970001,202.320007,34.810246
4/24/2020,3.05,4.77,53.009998,212.179993,35.464897
4/27/2020,3.36,5.82,53.369999,217.759995,36.366222
4/28/2020,4.14,5.64,53.200001,217.630005,35.967743
4/29/2020,5.19,6.04,53.880001,221.809998,36.166985
4/30/2020,4.92,5.73,52.970001,219.830002,36.394688
5/1/2020,4.57,6.05,51.790001,218.570007,35.711575
5/4/2020,4.3,5.48,51.75,221.839996,35.6926
5/5/2020,3.89,5.39,52.049999,225.610001,36.537003
5/6/2020,3.92,4.93,51.860001,223.919998,36.537003
5/7/2020,3.99,4.87,52.599998,229.449997,35.066414
5/8/2020,4.1,4.98,53.57,234.429993,35.313091
5/11/2020,5.32,4.76,53.529999,236.559998,36.148006
5/12/2020,5.12,4.54,52.27,232.899994,35.445919
5/13/2020,4.6,4.21,51.650002,230.100006,35.151802
5/14/2020,4.55,4.13,52.91,234.479996,35.97723
5/15/2020,4.52,4.22,52.919998,239.330002,35.825428
5/18/2020,4.72,4.58,53.150002,245.350006,36.119545
5/19/2020,4.56,4.44,52.34,238.100006,35.749527
5/20/2020,4.66,4.43,52.900002,238.190002,35.702087
5/21/2020,4.63,4.44,52.220001,240.880005,35.351044
5/22/2020,4.58,4.18,52.619999,241.880005,35.578747
5/26/2020,5.11,4.42,52.779999,242.479996,35.56926
5/27/2020,5.6,4.69,53.200001,247.360001,35.493359
5/28/2020,5.07,4.33,53.619999,245.139999,36.223907
5/29/2020,5.13,4.06,53.77,248.479996,36.233398
6/1/2020,5.31,4.13,53.060001,247.289993,33.643265
6/2/2020,5.59,4.18,53.279999,252.710007,34.3074
6/3/2020,5.45,4.44,53.490002,251,34.3074
6/4/2020,5.38,4.47,52.849998,248.949997,34.165085
6/5/2020,5.91,4.14,53.98,254.899994,34.146111
6/8/2020,6.45,5.01,55.099998,256.769989,34.71537
6/9/2020,5.99,4.96,54.18,256.76001,34.354839
6/10/2020,6.29,5.07,54.110001,254.449997,34.079697
6/11/2020,5.17,4.37,51.310001,239.470001,31.593927
6/12/2020,5.89,4.72,51.860001,242.449997,32.020874
6/15/2020,5.8,4.69,53.25,241.360001,31.650854
6/16/2020,5.56,4.64,54.59,249.949997,31.688805
6/17/2020,5.42,4.76,51.52,250.850006,31.840607
6/18/2020,5.63,4.95,53.689999,249.210007,31.537003
6/19/2020,5.52,4.88,54.400002,246.649994,31.707781
6/22/2020,5.33,4.87,55.119999,249.160004,31.413662
6/23/2020,5.1,4.83,55.189999,250.309998,31.091082
6/24/2020,4.79,4.41,54.439999,246.130005,30.540796
6/25/2020,4.27,4.46,54.529999,245.380005,30.664137
6/26/2020,4.18,4.35,54.18,241.009995,30.398481
6/29/2020,4.42,4.38,54.759998,246.119995,30.967743
6/30/2020,4.29,4.34,55.27,250.509995,31.024668
7/1/2020,4.57,4.44,55.490002,248.149994,32.011387
7/2/2020,4.53,4.29,55.939999,248.5,32.741936
7/6/2020,4.28,4.24,56.599998,249.550003,32.741936
7/7/2020,4.13,4.09,56.310001,247.350006,32.28653
7/8/2020,4.43,4.26,56.66,249.169998,32.020874
7/9/2020,4.57,4.21,57.529999,247.960007,31.745731
7/10/2020,4.6,4.34,57.389999,250.110001,32.096775
7/13/2020,4.26,4.26,57.009998,249.619995,33.406071
7/14/2020,4.22,4.08,57.200001,257.790009,33.425049
7/15/2020,4.5,4.19,56.619999,257.799988,33.889942
7/16/2020,4.38,4.17,55.82,258.079987,33.776093
7/17/2020,4.27,3.96,54.900002,260.380005,34.392788
7/20/2020,4.15,3.85,55.400002,260.170013,34.629982
7/21/2020,4.15,4.01,55.91,262.420013,34.810246
7/22/2020,4.03,4.11,56.009998,265.170013,36.584438
7/23/2020,4.06,4.11,55.759998,263.809998,36.442123
7/24/2020,4,4.03,55.650002,265.309998,35.730549
7/27/2020,3.87,4.01,55.34,267.420013,35.616699
7/28/2020,4.15,3.94,55.349998,265.279999,37.020874
7/29/2020,4.16,4.06,55.700001,264.660004,37.248577
7/30/2020,4.12,4.1,55.25,266.309998,36.755219
7/31/2020,4.04,4.01,55.450001,265.48999,36.508537
8/3/2020,4.11,4.15,55.98,266.179993,36.385201
8/4/2020,4.1,4.43,56,267.869995,36.423149
8/5/2020,4.15,4.63,55.5,267.480011,36.480076
8/6/2020,4.14,4.43,55.279999,269.369995,36.309299
8/7/2020,4.75,4.16,55.23,271.640015,36.480076
8/10/2020,4.47,4.33,54.939999,274.730011,36.423149
8/11/2020,4.56,4.35,54.27,274.920013,35.853889
8/12/2020,4.64,4.52,54.169998,281.579987,36.366222
8/13/2020,5.31,4.64,54.02,281.660004,36.21442
8/14/2020,5.54,4.75,54.200001,280.549988,36.110058
8/17/2020,5.6,4.63,53.990002,288.23999,36.385201
8/18/2020,5.35,4.81,55.18,285,36.394688
8/19/2020,5.39,4.72,56.200001,282.859985,36.299809
8/20/2020,5.69,4.61,55.259998,280.679993,36.736244
8/21/2020,5.19,5.03,55.189999,283.230011,36.888046
8/24/2020,5.41,4.87,56.009998,286.75,36.850094
8/25/2020,5.54,4.98,56.09,286.130005,36.442123
8/26/2020,5.6,5.11,57.490002,291.929993,36.100571
8/27/2020,6.52,5.25,57.18,288.630005,35.920303
8/28/2020,6.3,5.39,57.880001,286.290009,35.967743
8/31/2020,5.88,6.68,57.220001,285.040009,35.853889
9/1/2020,6.07,7.65,57.66,285.940002,34.990513
9/2/2020,7.04,7.71,59.029999,287.200012,35.294117
9/3/2020,6.6,7.82,57.099998,274.630005,34.535103
9/4/2020,7.02,7.65,55.73,269.660004,34.497154
9/8/2020,6.42,7.7,55.32,269.26001,34.089184
9/9/2020,6.26,7.35,56.950001,277.040009,34.326378
9/10/2020,5.94,6.23,57.330002,272.700012,33.823528
9/11/2020,5.79,6.09,57,276.329987,34.222012
9/14/2020,5.54,6.91,59.459999,280.649994,35.113853
9/15/2020,5.52,7.09,60.939999,285.579987,35.066414
9/16/2020,5.76,8.68,60.43,281.630005,34.895638
9/17/2020,5.72,9.2,60.18,279.959991,34.933586
9/18/2020,5.67,9.47,59.75,275.190002,34.753323
9/21/2020,5.32,8.75,60.82,272.350006,34.174572
9/22/2020,5.21,10.56,60.619999,273.309998,34.392788
9/23/2020,4.78,10.04,58.959999,266.549988,34.155598
9/24/2020,4.61,9.14,59.299999,265.700012,33.927895
9/25/2020,4.88,10.02,59.799999,268.549988,34.203037
9/28/2020,4.91,10.09,59.580002,272.329987,34.525616
9/29/2020,4.86,10.35,59.470001,272.109985,34.316887
9/30/2020,4.71,10.2,59.700001,277.709991,34.819733
10/1/2020,4.65,9.77,59.68,277.619995,34.506641
10/2/2020,4.65,9.39,58.830002,279.309998,34.516129
10/5/2020,4.13,9.46,59.560001,282.100006,34.867172
10/6/2020,4.06,9.13,59.509998,276.470001,34.316887
10/7/2020,4.04,9.36,60.59,282.790009,34.601517
10/8/2020,4.14,13.49,60.889999,284.519989,35
10/9/2020,4.05,12.02,61.150002,285.920013,34.905125
10/12/2020,4.08,11.8,61.459999,286.910004,34.933586
10/13/2020,3.54,11.88,60.970001,290.359985,35.009487
10/14/2020,2.96,12.25,60.959999,287.089996,34.971539
10/15/2020,2.78,13.83,60.52,287.540009,34.677418
10/16/2020,3.04,13.31,60.290001,287.660004,36.005692
10/19/2020,3.54,13.91,59.619999,283.730011,35.863377
10/20/2020,3.09,13.86,59.75,286.040009,35.56926
10/21/2020,3,14.1,59.669998,284.51001,35.180267
10/22/2020,3.12,14.91,59.689999,281.160004,35.512333
10/23/2020,2.97,15,59.900002,283,36.223907
10/26/2020,2.75,13.45,57.490002,276.040009,35.97723
10/27/2020,2.79,12.69,57.080002,276.839996,35.512333
10/28/2020,2.61,11.82,55.59,269.720001,33.633778
10/29/2020,2.52,11.73,56.02,269.630005,33.472485
10/30/2020,2.36,10.47,56.110001,266.709991,33.662239
11/2/2020,2.15,10.75,56.450001,270.73999,34.373814
11/3/2020,2.34,11.57,56.799999,277.369995,34.335861
11/4/2020,2.31,10.91,56.490002,282.720001,35.417458
11/5/2020,2.46,11.45,56.66,285.850006,34.525616
11/6/2020,2.49,11.86,56.799999,284.23999,34.535103
11/9/2020,3.77,11.49,56.84,269.970001,37.19165
11/10/2020,3.51,11.1,56.669998,275.570007,36.698292
11/11/2020,3.13,11.75,57.200001,277.75,36.527515
11/12/2020,2.94,11.13,56.450001,276.23999,35.626186
11/13/2020,2.97,11.01,56.91,277.170013,36.641365
11/16/2020,3.11,12.06,57.150002,279.570007,35.417458
11/17/2020,2.98,11.63,57.119999,272.470001,36.040001
11/18/2020,3.26,11.57,56.25,269.829987,36.32
11/19/2020,3.19,12.46,56.450001,270.929993,36.189999
11/20/2020,3.35,12.71,55.700001,269.809998,36.700001
11/23/2020,3.81,13.9,56.080002,271.399994,36.52
11/24/2020,4.58,13.67,57.57,273.309998,36.599998
11/25/2020,4.49,14.75,57.41,273.959991,36.529999
11/27/2020,4.45,16.08,57.759998,275.98999,37.23
11/30/2020,4.27,16.559999,57.720001,277.410004,38.310001
12/1/2020,4.15,15.8,58.740002,276.600006,39.41
12/2/2020,4.32,16.58,59.080002,271.100006,40.799999
12/3/2020,3.63,16.120001,59.27,268.140015,40.09
12/4/2020,3.51,16.9,59.959999,263.98999,40.34
12/7/2020,3.56,16.35,59.799999,262.640015,41.25
12/8/2020,3.98,16.940001,59.029999,261.720001,42.560001
12/9/2020,3.86,13.66,59.73,265.579987,41.849998
12/10/2020,4.09,14.12,59.48,264.809998,41.73
12/11/2020,3.92,13.31,60.610001,264.549988,41.119999
12/14/2020,3.19,12.72,60.759998,265.579987,39.209999
12/15/2020,2.86,13.85,61.860001,267.980011,38.709999
12/16/2020,2.78,13.85,62.779999,269.589996,37.84
12/17/2020,2.85,14.83,63.610001,273.970001,38.029999
12/18/2020,2.8,15.63,65.059998,270.450012,37.68
12/21/2020,2.68,15.53,64.480003,270.98999,37.380001
12/22/2020,2.59,19.459999,65.150002,270.040009,36.740002
12/23/2020,2.56,20.57,65.300003,269.809998,37.439999
12/24/2020,2.51,20.15,64.959999,270.920013,37.27
12/28/2020,2.39,20.99,64.870003,269.25,36.82
12/29/2020,2.29,19.379999,64.459999,266.190002,37.049999
12/30/2020,2.16,19.26,64.400002,265.26001,36.740002
12/31/2020,2.12,18.84,64.690002,265.619995,36.810001
1/4/2021,2.01,17.25,63.75,263.920013,36.810001
1/5/2021,1.98,17.370001,62.959999,266.049988,37.189999
1/6/2021,2.01,18.360001,62.57,267.570007,36.869999
1/7/2021,2.05,18.08,63.07,266.26001,37.060001
1/8/2021,2.14,17.690001,63.380001,269.089996,37.130001
1/11/2021,2.2,19.940001,63.029999,271.230011,37.77
1/12/2021,2.29,19.950001,62.419998,276.329987,37.18
1/13/2021,2.18,31.4,62.060001,274.049988,36.860001
1/14/2021,2.18,39.91,61.599998,268.339996,36.75
1/15/2021,2.33,35.5,61.779999,275.589996,36.700001
1/19/2021,3.06,39.360001,61.290001,273.190002,36.73
1/20/2021,2.97,39.119999,61.560001,274.299988,36.5
1/21/2021,2.98,43.029999,61.209999,279.049988,36.48
1/22/2021,3.51,65.010002,60.360001,284,36.549999
1/25/2021,4.42,76.790001,60.900002,285.079987,37.279999
1/26/2021,4.96,147.979996,61.799999,282.600006,37.310001
1/27/2021,19.9,347.51001,62.549999,274.049988,36.240002
1/28/2021,8.63,193.600006,61.220001,278.049988,35.860001
1/29/2021,13.26,325,60.43,270.820007,35.900002
2/1/2021,13.3,225,61.509998,270.070007,35.799999
2/2/2021,7.82,90,62.369999,272.160004,34.990002
2/3/2021,8.97,92.410004,62.169998,274.170013,34.84
2/4/2021,7.09,53.5,63.349998,278.820007,34.889999
2/5/2021,6.83,63.77,63.599998,278.859985,34.919998
2/8/2021,6.18,60,63.110001,280.029999,34.82
2/9/2021,5.5,50.310001,63.669998,276.769989,34.970001
2/10/2021,5.8,51.200001,63.27,278.690002,34.740002
2/11/2021,5.61,51.099998,62.700001,277.059998,34.43
2/12/2021,5.59,52.400002,63.080002,277.51001,34.720001
2/16/2021,5.65,49.509998,62.139999,275.390015,34.689999
2/17/2021,5.55,45.939999,62.09,280.920013,34.889999
2/18/2021,5.51,40.689999,62.07,283.049988,34.560001
2/19/2021,5.7,40.59,61.130001,279.640015,34.439999
2/22/2021,6.55,46,64.449997,275.850006,34.259998
2/23/2021,7.7,44.970001,64.5,267.23999,33.91
2/24/2021,9.09,91.709999,64.699997,259.970001,33.75
2/25/2021,8.29,108.730003,65.300003,255.25,33.82
